,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel No.,Score,,,,,,,,,,
K7,R93,"Reviewed: June 30, 2017","  \nlittle bit odd that there was no official reception for 188suites, as its located in a big tower with other hotel and homes of others. The staff was easily called and helpfull however.\n  \nGood location, very good beds, spacious and modern room in modern tower. Very Nice fitness room at the 25th Floor with great views on petronas towers. Walking distance from Menara tower.\nStayed in June 2017",9.2,Anonymous,,,,,,,,,,,,
K7,R94,"Reviewed: June 18, 2017","  \nCheck-in procedure is very bad....I received the email witthe the explanations after i reached the hotel. And the staff didn't pick up the phone. I ended waiting for over an hour in the lobby. The staff who came had a poor excuse and said he didnt have his phone with him....\nTerrible experience as I ended up missing an important business meeting.\nThey dont take credit card, only cash and booking.com doesn't specify this.\nStayed in May 2017",7.1,Nicolas,,,,,,,,,,,,
K7,R95,"Reviewed: June 16, 2017","  \nNo cleaning service provided. When asked for cleaning extra payment demanded. Sheets/towels not changed for a week. No television and no internet. The staff were uncooperative and difficult to find.\n  \nThe Accommodation was good and in a convenient location, Large room, Big bed and working gadgets.\nStayed in June 2017",6.3,Trifino,,,,,,,,,,,,
K7,R85,"Reviewed: July 25, 2017","  \nNo service ! for one week stay no cleaning, must request for new towels.\nNo internet, no TV in the room ( 2 big and nice Flat screens but TV on internet doesn't work cos no Internet !).\nSwimming pool booked with dirty and noisy children !!!\n  \nthe location was convenient for me!\nStayed in July 2017",4.6,Chantal,,,,,,,,,,,,
K7,R87,"Reviewed: July 24, 2017","  \nWouldn't call it five star...No wi-fi available. Check in was quite a pickle, had to go to the neighbor building to make the reception call for the owner of the private suites and then wait for him to come down and show us to the private check in...\nNo cleaning of room.\nAll facilities in the building in pool, gym and spa area was half broken (sauna didn't work, jacuzzi completely moldy and gym was half of the machines working). We weren't aloud to use anything in the building because almost everything belonged to the hotel Frasers Residence. Wouldn't go back...\n  \nThe location and apartment itself was quite nice. A good view of petronas straight from the living room. \nStayed in July 2017",6.3,Mortimer_1,,,,,,,,,,,,
K7,R86,"Reviewed: July 24, 2017","  \n- No TV signal which is a big letdown.\n- No Wifi which is still okay with me.\n- No bathrobe, slippers and hairdryer.\n- No toothbrush though shampoo and shower gel are provided.\n- No breakfast which is understandable.\n  \nBasically it's the same with Fraser Residence minus a few privilege and amenities. So the price is cheaper.\n+ Room is big, clean and cozy.\n+ Bed is big and comfy.\n+ Big bathroom with separate bathtub and shower.\n+ Location is good and walking distance from Monorail station.\n+ Come with kitchen and basic kitchenette.\n+ Hussle free and fast check in/out.\nStayed in July 2017",7.9,Royhazard,,,,,,,,,,,,
K7,R88,"Reviewed: July 23, 2017","  \nThe attitude of the person who handled our check in was very , very unfriendly & very rude! (He's not a Malaysian). This gave us a bad impression .\nThen we discovered the stove was not working in one of the 2 suites we stayed in. We couldn't start it to fry eggs for breakfast. So we have to all go to the other suite to cook our eggs & have our breakfast.\nAlso a TV was not working at all in one of our suites, we were left with no entertainment at night after returning from our shopping.\nThe distance to the KL shopping area fr the hotel is a good 20 mins walk at least. If you drive there, it will take you around 45 min to get back to the hotel at night as the route is not so straight forward , u have to make a long detour to get back fr KL shpg area to hotel due to the one-way street . ( Going towards shpg area is quite fast, around 10 to 15 min's drive).\n  \nThe suites were comfortable & spacious. The gym was nice.\nStayed in June 2017",5,Jaycelyn,,,,,,,,,,,,
K7,R89,"Reviewed: July 20, 2017",  \nTerrible staff during checkout. Called million times no answer and endup came 1 hour late because he overslept. No tv . No toilet ammenities\n  \nLocation and clean\nStayed in July 2017,6.3,Anonymous,,,,,,,,,,,,
K7,R90,"Reviewed: July 18, 2017","  \nDefinitely need to work on the weak wifi signal. Android tv wouldn't work without wifi connection and there was only 1 saved movie in it. No other tv channel provided during our stay. We had to watch that 1 saved movie only. \nCan also improve on check in and check out process, it should be done more properly. It seems that there's only one staff per shift doing all the work and attending to guests. Had to wait for quite awhile for the staff to fetch us at the lobby for check-in.\nStained carpet and lack bathroom amenities (only 1 shower gel and shampoo provided)\n  \nThe location and view from the place are nice\nStayed in July 2017",6.7,Nabila,,,,,,,,,,,,
K7,R91,"Reviewed: July 16, 2017","  \nCheck in and check out process poor.\nThe 'Private Checkin' by our Ambassadors is nothing else but a way to not have a reception desk with an employee 'roaming' the building to be called on mobile phone.\n  \nLarge room, good bathroom, comfortable stay\nStayed in July 2017",6.7,Diederik_the_Dutch,,,,,,,,,,,,
K7,R14,"Reviewed: July 13, 2018","  \nDouble booked my room. Arrived evening after international flight to find for what ever reason, we didn’t have a room! Paid for 2 br room, given after argibargie, a 1 br room and at a slight discount. Not happy. \nStayed in July 2018",5.4,Tim,,,,,,,,,,,,
K7,R92,"Reviewed: July 12, 2017",  \nTV channels not working.\n  \nUpmarket Studio Apartment for less than a hotel room. Centrally located. Modern kitchen. Large  bathroom. Great city views from deck and from within the apartment. Good natural light. QUIET and efficient air conditioning. Great 25metre pool and open until 11.00pm.\nStayed in July 2017,9.6,Donald,,,,,,,,,,,,
K7,R30,"Reviewed: January 8, 2018",  \nLocation is not the best. There is only one nearby market. Room cleaning could be a lot better. the room floor was unclean. Hard to get the keys. You must check in on another property.\n  \nSpacious bedroom. 15 min walk from the Petronas tower and a 20 min walk from the KL tower.\nStayed in January 2018,5.4,Ricardo Matsumoto Tommas,,,,,,,,,,,,
K7,R31,"Reviewed: January 7, 2018","  \nTowel is dirty with black stains, lighting at living room not working, door scan card not working have to use key, tv reception is very poor not watchable, room is not aired.\n  \nPlenty parking bay at 188 residences\nStayed in January 2018",4.6,Claire,,,,,,,,,,,,
K7,R1,"Reviewed: January 6, 2019",  \nI DIDNT WASH MY HAIR FOR 3 DAYS AS THERE WERE NO HAIR DRYER!!!! VERY DISSAPPOINTING.  WE STAYED 2 NIGHTS AND THERE WERE NO HOUSE KEEPING DONE THE NEXT MORNING.  SHOWER DOOR HAD BROKEN RUBBER EDGES AND MY BOYFRIEND HAD A CUT ON HIS SHOULDER.\n  \nSO FAR EVERYTHING FEELS LIKE HOME AWAY FROM HOME.  LOVE THE SHOWER AS WATER PRESSURE WAS STRONG.  THE WHOLE UNIT WAS SPACIOUS AND ALL ELECTRICAL APPLIANCES ARE NEW AND FUNCTIONS WELL.\nStayed in January 2019,6.3,Anonymous,,,,,,,,,,,,
K7,R32,"Reviewed: January 2, 2018","  \nWhen checking-in, bear in mind that your unit might be located at the next building. Also, despite the 32 facilities listed in the website, some of them need further details. For example, the unit have 2 TV but unfortunately, both are not functioning. Although iron and hairdryer was listed, there were none in the unit. You would have to request, by calling the 'agent' as the staff in the building is unable to assist for anything lack in the unit. After calling more than 10 times, I finally get my iron and hairdryer; the next day! Some of the electrical items could do with a manual. And, there's no WiFi. In this era, I would think all hotel (even most hostel) should have WiFi.\n  \nThe property is centrally located and the sky-deck was a nice surprise. The unit was very spacious, nicely decorated with a lot of facilities. The room was comfortable and has a nice view.\nStayed in January 2018",7.5,Putri,,,,,,,,,,,,
K7,R33,"Reviewed: January 2, 2018","  \nNearest ATM machines are at the malls. Which was a hassle since their card terminals were not functioning well when I checked in. Internet coverage at the lobby was bad, so if you're booking UBER/GRAB, better step out of the building.\n  \nStrategically located, with malls within walking distance (15mins). It's pretty comfy and private, with a good view of Kampung Baru. The gym is accessible 24 hours. The unit I was staying in comes with kitchen, fridge, washing machine and microwave oven, so if you feel like cooking, you could. I look forward to soaking in their bathtub on my next getaway.\nStayed in January 2018",9.2,Mischa,,,,,,,,,,,,
K7,R29,"Reviewed: January 17, 2018","  \nWent to check in at 4pm (check in time was 3) but the room was not ready and I had to wait an hour. They gave a slightly later check out the next day but still, i was not informed about the check in issue and found that inconvenient. Also, not such a great view outside or no balcony. \n  \nKitchen utensils provided, huge space, good for “staycation” and possible rental ideas. Really good value for money.\nStayed in January 2018",8.8,Ariadna,,,,,,,,,,,,
K7,R34,"Reviewed: January 1, 2018",  \nThe escalator card key was not functioning... and the suite staff refuse to help because it was a private suite... very troublesome as you need to go to the other building to report...\n  \nThe room was spacious... nice bed room... nice bathroom...\nStayed in December 2017,8.8,Mohd,,,,,,,,,,,,
K7,R27,"Reviewed: February 9, 2018",  \nthe down side was the heater wasnt working how me and my partner wanted it to work.\n  \nThe view was amazing.The bed was nice and huge. The person who gave us the key to our room works really quick. And the deposit when all smooth.\nStayed in February 2018,7.9,Azwa,,,,,,,,,,,,
K7,R28,"Reviewed: February 6, 2018",  \nNot very pleasant that the staffs/reception in the hotel itself dont entertain the guest in the building. You have to go to the other hotel's reception to get served.\nStayed in February 2018,7.5,Eugene,,,,,,,,,,,,
K7,R24,"Reviewed: February 26, 2018","  \nThe reception which Pakistani with all the Tatoo and the Middle East guys. They are rude.\n  \nThe reception which Is the Pakistani and Middle East guys was damn rude. They did not give the payment receipt for the room until I need to go and ask the rude Pakistani . I m sorry , this was a bad experience for men .\nStayed in February 2018",3.8,Canne,,,,,,,,,,,,
